"","income","age","capital_gain","capital_loss","hours_per_week","workclass","education","marital.status","occupation","relationship","race","sex","native.country"
"276","0",36,"None","None",24," Private"," Dropout","Married"," Service"," Wife","White"," Female","United-States"
"277","0",43,"None","None",45," Private"," Bachelors","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"278","0",22,"None","None",55," Private"," HS-Graduate","Not-Married"," Sales"," Not-in-family","White"," Male","United-States"
"279","0",28,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"280","0",56,"None","None",45," Self-Employed"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"281","0",22,"None","None",15," Private"," Associates","Never-Married"," Sales"," Not-in-family","White"," Female","United-States"
"282","0",39,"None","None",40," Private"," HS-Graduate","Not-Married"," Sales"," Unmarried","White"," Female","United-States"
"283","0",26,"None","None",15," Federal-gov"," HS-Graduate","Never-Married"," Administration"," Unmarried","White"," Female","United-States"
"284","0",17,"None","None",10," Private"," Dropout","Never-Married"," Service"," Own-child","White"," Male","United-States"
"285","0",45,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","Black"," Male","United-States"
"286","0",44,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","Black"," Male","United-States"
"287","0",20,"None","None",10," Other-gov"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Female","United-States"
"288","0",33,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Wife","White"," Female","United-States"
"289","0",23,"None","None",40," Private"," HS-Graduate","Never-Married"," Sales"," Not-in-family","White"," Male","United-States"
"290","0",46,"None","None",30," Self-Employed"," Masters","Not-Married"," Management"," Not-in-family","White"," Male","United-States"
"291","0",38,"None","None",50," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"292","0",54,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"293","0",46,"None","High",45," Private"," Dropout","Not-Married"," Blue-Collar"," Not-in-family","White"," Female","United-States"
"294","0",25,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"295","0",46,"None","None",40," Private"," HS-Graduate","Not-Married"," Sales"," Not-in-family","White"," Female","United-States"
"296","0",36,"None","None",40," Other-gov"," HS-Graduate","Married"," Blue-Collar"," Wife","White"," Female","United-States"
"297","0",23,"None","None",25," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"298","0",29,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"299","0",19,"None","None",16," Private"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Female","United-States"
"300","0",19,"None","None",40," Private"," HS-Graduate","Never-Married"," Service"," Other-relative","White"," Female","United-States"
"301","0",27,"None","None",50," Private"," Bachelors","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"302","0",46,"None","None",40," Self-Employed"," Associates","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"303","0",34,"None","None",35," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"304","0",44,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"305","0",45,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Unmarried","White"," Female","United-States"
"307","0",20,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"308","0",28,"None","None",40," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"309","0",34,"None","None",64," Private"," Associates","Not-Married"," Service"," Not-in-family","White"," Female","United-States"
"310","0",28,"None","High",40," Private"," Dropout","Married"," Blue-Collar"," Husband","Other"," Male","Western-Emerging"
"311","0",28,"None","None",40," Private"," HS-Graduate","Married"," Administration"," Husband","White"," Male","United-States"
"312","0",46,"None","None",25," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"313","0",32,"None","None",50," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"314","0",41,"None","None",24," Other-gov"," HS-Graduate","Not-Married"," Service"," Not-in-family","Black"," Female","United-States"
"315","0",24,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Unmarried","Black"," Female","United-States"
"316","0",33,"None","None",40," Private"," HS-Graduate","Not-Married"," Management"," Unmarried","White"," Female","United-States"
"317","0",31,"None","None",40," Other-gov"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"318","0",52,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","South-America-Emerging"
"319","0",30,"None","None",19," Private"," Dropout","Never-Married"," Service"," Own-child","White"," Female","United-States"
"320","0",34,"None","None",40," Other-gov"," Dropout","Not-Married"," Blue-Collar"," Not-in-family","Black"," Male","United-States"
"321","0",34,"None","None",40," Other-gov"," HS-Graduate","Not-Married"," Blue-Collar"," Unmarried","White"," Female","United-States"
"322","0",20,"None","None",30," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"323","0",17,"Low","None",18," Private"," Dropout","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"324","0",29,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"325","0",33,"None","None",35," Private"," Dropout","Never-Married"," Blue-Collar"," Unmarried","White"," Female","United-States"
"326","0",25,"None","None",60," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"327","0",36,"None","Low",40," Federal-gov"," Masters","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"328","0",23,"None","None",72," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","South-America-Emerging"
"329","0",47,"None","None",40," Other-gov"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"332","0",40,"Low","None",40," Self-Employed"," Bachelors","Not-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"333","0",27,"None","High",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","Asian"," Male","Asia-Emerging"
"334","0",34,"Low","None",60," Other-gov"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","Black"," Male","United-States"
"335","0",34,"None","None",40," Other-gov"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"336","0",23,"None","None",40," Private"," HS-Graduate","Married"," Administration"," Husband","White"," Male","United-States"
"337","0",42,"None","None",40," Other-gov"," HS-Graduate","Married"," Administration"," Wife","White"," Female","United-States"
"338","0",29,"None","None",40," Private"," Bachelors","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"339","0",45,"None","None",28," Private"," HS-Graduate","Not-Married"," Administration"," Not-in-family","White"," Female","United-States"
"340","0",24,"None","None",40," Federal-gov"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Male","United-States"
"341","0",27,"None","None",40," Private"," Dropout","Never-Married"," Blue-Collar"," Other-relative","White"," Male","South-America-Emerging"
"342","0",20,"None","None",35," Private"," HS-Graduate","Never-Married"," Sales"," Not-in-family","White"," Male","United-States"
"343","0",44,"None","None",40," Private"," HS-Graduate","Widowed"," Management"," Unmarried","Black"," Female","United-States"
"344","0",51,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","Amer-Indian"," Male","United-States"
"345","0",20,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"347","0",19,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","Black"," Female","United-States"
"348","0",30,"None","None",40," Private"," HS-Graduate","Married"," Management"," Wife","White"," Female","United-States"
"349","0",38,"None","None",50," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","Black"," Male","United-States"
"350","0",23,"None","None",60," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"352","0",44,"None","None",40," Private"," Associates","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"353","0",54,"None","None",40," Other-gov"," HS-Graduate","Married"," Blue-Collar"," Husband","Black"," Male","United-States"
"354","0",32,"None","None",50," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"355","0",50,"None","None",40," Private"," Dropout","Not-Married"," Blue-Collar"," Unmarried","White"," Male","United-States"
"356","0",24,"None","None",20," Private"," Bachelors","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"357","0",37,"None","None",60," Private"," HS-Graduate","Married"," Administration"," Wife","White"," Female","United-States"
"358","0",52,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Unmarried","White"," Male","United-States"
"359","0",38,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"361","0",35,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"362","0",30,"None","None",60," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"363","0",67,"None","None",24," Private"," Associates","Not-Married"," Service"," Not-in-family","White"," Female","United-States"
"364","0",46,"None","None",40," Private"," Bachelors","Never-Married"," Blue-Collar"," Not-in-family","White"," Female","United-States"
"365","0",17,"None","None",6," Private"," Dropout","Never-Married"," Service"," Not-in-family","White"," Male","United-States"
"366","0",22,"None","None",30," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"367","0",27,"None","None",40," Private"," Dropout","Never-Married"," Service"," Not-in-family","White"," Male","United-States"
"368","0",23,"None","None",35," Private"," HS-Graduate","Never-Married"," Service"," Unmarried","White"," Female","United-States"
"369","0",33,"None","None",45," Private"," Associates","Married"," Blue-Collar"," Husband","White"," Male","Western-Emerging"
"370","0",43,"None","None",20," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"371","0",28,"None","None",20," Other-gov"," Bachelors","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"372","0",41,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Unmarried","White"," Female","United-States"
"374","0",25,"None","None",20," Private"," HS-Graduate","Not-Married"," Administration"," Own-child","Black"," Female","United-States"
"376","0",59,"None","None",45," Other-gov"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"377","0",45,"None","None",40," Other-gov"," Bachelors","Not-Married"," High-Service"," Unmarried","White"," Female","United-States"
